V,eps_org,delta_um,j1,j2,j3,j4,j_total,FE_ADPN,FE_PN,FE_HER,FE_TCH,pH_bulk,phi_span,max_eneutr,Na_dev,iface_var,max_Rbuf_surf,max_Rbuf_bulk,AN_depletion,c_AN_surface,c_AN_bulk,phi_l_surface
-2.14588000e+00,0.0900,50.0000,4.82927782e+03,9.70102434e+03,1.62285112e+04,2.40406821e+03,3.31628815e+04,14.562299,29.252658,48.935769,7.249274,13.026907,1.66341342e-02,4.54747351e-13,9.10623243e-01,8.86781759e-11,7.98300305e+01,3.72574349e-09,0.379822,4.97811123e+02,1.31064284e+03,1.66341342e-02
-2.16983800e+00,0.0900,50.0000,5.24676609e+03,1.34267935e+04,2.52576310e+04,2.05027019e+03,4.59814607e+04,11.410612,29.200450,54.930032,4.458906,13.026907,2.18180214e-02,4.54747351e-13,1.33776470e+00,4.06883685e-07,3.71785464e+01,3.72574349e-09,0.298150,3.90768361e+02,1.31064284e+03,2.18180214e-02
-2.20337920e+00,0.0900,50.0000,5.16555785e+03,2.01791432e+04,4.82712059e+04,1.32230529e+03,7.49382123e+04,6.893089,26.927708,64.414675,1.764527,13.026907,3.09467232e-02,9.09494702e-13,2.33509236e+00,6.41451092e-09,9.81535236e+00,3.72574349e-09,0.195313,2.55984994e+02,1.31064284e+03,3.09467232e-02
-2.24027452e+00,0.0900,50.0000,3.98158548e+03,2.86872041e+04,1.02381445e+05,5.52616522e+02,1.35602851e+05,2.936211,21.155310,75.500953,0.407526,13.026907,4.35834214e-02,4.54747351e-13,4.45396255e+00,1.49911389e-06,1.51173342e+00,3.72574349e-09,0.105897,1.38793082e+02,1.31064284e+03,4.35834214e-02
-2.28085937e+00,0.0900,50.0000,2.08407676e+03,3.64507184e+04,2.46479128e+05,1.19157486e+02,2.85133080e+05,0.730914,12.783756,86.443540,0.041790,13.026907,6.08774850e-02,0.00000000e+00,9.69159380e+00,8.74855743e-13,1.10795546e-01,3.72574349e-09,0.043624,5.71751904e+01,1.31064284e+03,6.08774850e-02
-2.32550271e+00,0.0900,50.0000,6.99844948e+02,4.08497061e+04,6.89643506e+05,1.19898770e+01,7.31205047e+05,0.095711,5.586628,94.316021,0.001640,13.026907,8.40162797e-02,0.00000000e+00,2.53129181e+01,1.35760203e-09,3.22956491e-03,3.72574349e-09,0.013072,1.71321905e+01,1.31064284e+03,8.40162797e-02
-2.37461038e+00,0.0900,50.0000,1.65177256e+02,4.23857435e+04,2.25285398e+06,6.43695822e-01,2.29540554e+06,0.007196,1.846547,98.146229,0.000028,13.026907,1.12894044e-01,4.54747351e-13,7.99662912e+01,6.30837604e-10,4.48727591e-02,3.72574349e-09,0.002973,3.89700033e+00,1.31064284e+03,1.12894044e-01
-2.42862882e+00,0.0900,50.0000,3.06180973e+01,4.27607142e+04,8.50429795e+06,2.19235786e-02,8.54708930e+06,0.000358,0.500296,99.499346,0.000000,13.026907,1.46386763e-01,0.00000000e+00,2.97159296e+02,2.66256095e-07,7.79285000e+00,3.72574349e-09,0.000546,7.16033346e-01,1.31064284e+03,1.46386763e-01
-2.44645490e+00,0.0900,50.0000,1.74302656e+01,4.27972277e+04,1.32148613e+07,7.09892151e-03,1.32576760e+07,0.000131,0.322811,99.677058,0.000000,13.026907,1.57597930e-01,0.00000000e+00,4.60271177e+02,1.19976286e-06,1.41787173e+00,3.72574349e-09,0.000311,4.07275578e-01,1.31064284e+03,1.57597930e-01
-2.46606360e+00,0.0900,50.0000,9.36270686e+00,4.28195441e+04,2.14753281e+07,2.04720255e-03,2.15181570e+07,0.000044,0.198993,99.800964,0.000000,13.026907,1.69977336e-01,0.00000000e+00,7.45812487e+02,6.36684234e-07,8.21432913e-01,3.72574349e-09,0.000167,2.18654987e-01,1.31064284e+03,1.69977336e-01
-2.48763316e+00,0.0900,50.0000,4.71994538e+00,4.28323801e+04,3.66576944e+07,5.20117824e-04,3.67005315e+07,0.000013,0.116708,99.883279,0.000000,13.026907,1.83634186e-01,0.00000000e+00,1.26974990e+03,1.54698586e-06,9.67757571e-03,3.72574349e-09,0.000084,1.10195730e-01,1.31064284e+03,1.83634186e-01
-2.50000000e+00,0.0900,50.0000,3.18572915e+00,4.28366202e+04,4.98195897e+07,2.36920424e-04,4.98624295e+07,0.000006,0.085910,99.914084,0.000000,13.026907,1.91477847e-01,0.00000000e+00,1.72342940e+03,3.52498432e-07,2.81412253e-02,3.72574349e-09,0.000057,7.43692927e-02,1.31064284e+03,1.91477847e-01
