V,eps_org,delta_um,j1,j2,j3,j4,j_total,FE_ADPN,FE_PN,FE_HER,FE_TCH,pH_bulk,phi_span,max_eneutr,Na_dev,iface_var,max_Rbuf_surf,max_Rbuf_bulk,AN_depletion,c_AN_surface,c_AN_bulk,phi_l_surface
-2.14588000e+00,0.0500,50.0000,6.61897606e+02,3.32952092e+03,1.44201585e+04,1.31583027e+02,1.85431601e+04,3.569497,17.955521,77.765378,0.709604,13.026907,8.85109285e-03,4.54747351e-13,4.11284042e-01,5.85642645e-14,3.05873520e+02,3.72574349e-09,0.261741,1.98796650e+02,7.59517527e+02,8.85109285e-03
-2.22574000e+00,0.0500,50.0000,2.88992670e+02,5.76505243e+03,6.48086093e+04,1.44867309e+01,7.08771412e+04,0.407737,8.133867,91.437956,0.020439,13.026907,2.79939154e-02,9.09494702e-13,1.97300126e+00,5.00155473e-13,1.66024628e+01,3.72574349e-09,0.066000,5.01283680e+01,7.59517527e+02,2.79939154e-02
-2.25209380e+00,0.0500,50.0000,1.64856039e+02,6.25788581e+03,1.14118658e+05,4.34292259e+00,1.20545743e+05,0.136758,5.191296,94.668344,0.003603,13.026907,3.89141412e-02,9.09494702e-13,3.54762930e+00,6.81133288e-08,3.32954461e+00,3.72574349e-09,0.034685,2.63437276e+01,7.59517527e+02,3.89141412e-02
-2.28108298e+00,0.0500,50.0000,7.82898871e+01,6.57115674e+03,2.20141626e+05,9.32759126e-01,2.26792005e+05,0.034521,2.897438,97.067631,0.000411,13.026907,5.32092066e-02,4.54747351e-13,6.93271353e+00,1.94870005e-08,3.90287236e-01,3.72574349e-09,0.015686,1.19141713e+01,7.59517527e+02,5.32092066e-02
-2.31297108e+00,0.0500,50.0000,3.12864722e+01,6.73295148e+03,4.67620726e+05,1.45381019e-01,4.74385109e+05,0.006595,1.419301,98.574073,0.000031,13.026907,7.09530115e-02,4.54747351e-13,1.48253796e+01,2.73287208e-07,1.91178363e-02,3.72574349e-09,0.006118,4.64676930e+00,7.59517527e+02,7.09530115e-02
-2.34804799e+00,0.0500,50.0000,1.07250610e+01,6.80209848e+03,1.09517234e+06,1.69105070e-02,1.10198518e+06,0.000973,0.617259,99.381767,0.000002,13.026907,9.19392550e-02,0.00000000e+00,3.48174255e+01,5.24996915e-06,2.33979603e-01,3.72574349e-09,0.002076,1.57672828e+00,7.59517527e+02,9.19392550e-02
-2.38663258e+00,0.0500,50.0000,3.20073149e+00,6.82716760e+03,2.82873466e+06,1.50057574e-03,2.83556503e+06,0.000113,0.240769,99.759118,0.000000,13.026907,1.15867851e-01,0.00000000e+00,8.99016964e+01,8.47327755e-08,1.22280264e-02,3.72574349e-09,0.000617,4.68822750e-01,7.59517527e+02,1.15867851e-01
-2.42907564e+00,0.0500,50.0000,8.35377956e-01,6.83502290e+03,8.07973191e+06,1.02100072e-04,8.08656777e+06,0.000010,0.084523,99.915467,0.000000,13.026907,1.42566108e-01,0.00000000e+00,2.55960245e+02,5.43114709e-08,2.29523719e-01,3.72574349e-09,0.000161,1.22220213e-01,7.59517527e+02,1.42566108e-01
-2.44308185e+00,0.0500,50.0000,5.35582810e-01,6.83601765e+03,1.14308762e+07,4.19614110e-05,1.14377128e+07,0.000005,0.059767,99.940228,0.000000,13.026907,1.51417036e-01,0.00000000e+00,3.61641555e+02,1.04525439e-06,1.86980478e-03,3.72574349e-09,0.000103,7.83471953e-02,7.59517527e+02,1.51417036e-01
-2.45848868e+00,0.0500,50.0000,3.28309563e-01,6.83670529e+03,1.67467788e+07,1.57659522e-05,1.67536159e+07,0.000002,0.040807,99.959191,0.000000,13.026907,1.61168367e-01,0.00000000e+00,5.29040645e+02,4.32376339e-07,1.40905310e-03,3.72574349e-09,0.000063,4.80216053e-02,7.59517527e+02,1.61168367e-01
-2.47543620e+00,0.0500,50.0000,1.91567257e-01,6.83715889e+03,2.54956912e+07,5.36743619e-06,2.55025285e+07,0.000001,0.026810,99.973190,0.000000,13.026907,1.71909782e-01,0.00000000e+00,8.04149770e+02,6.03550745e-07,9.75746311e-03,3.72574349e-09,0.000037,2.80185469e-02,7.59517527e+02,1.71909782e-01
-2.49407846e+00,0.0500,50.0000,1.05879648e-01,6.83744311e+03,4.04903761e+07,1.63957487e-06,4.04972137e+07,0.000000,0.016884,99.983116,0.000000,13.026907,1.83739897e-01,0.00000000e+00,1.27498923e+03,3.22405685e-06,6.60700279e-02,3.72574349e-09,0.000020,1.54852693e-02,7.59517527e+02,1.83739897e-01
-2.50000000e+00,0.0500,50.0000,8.76981882e-02,6.83750342e+03,4.69006481e+07,1.12482170e-06,4.69074857e+07,0.000000,0.014577,99.985423,0.000000,13.026907,1.87500321e-01,0.00000000e+00,1.47610478e+03,6.69569488e-07,1.90986906e-03,3.72574349e-09,0.000017,1.28260540e-02,7.59517527e+02,1.87500321e-01
